t_s,lat_deg,lon_deg,alt_raw,alt_m,sats,fix,horzv,vertv,head
52.200000047683716,34.4978311,-116.9529376,12003,3658.5144,21,3,12,-57,95
53.200000047683716,34.4978398,-116.9529121,11943,3640.2264,21,3,11,-61,41
54.200000047683716,34.4978712,-116.9528794,11882,3621.6336,21,3,17,-60,42
55.200000047683716,34.497907,-116.952851,11822,3603.3456,21,3,18,-57,31
56.200000047683716,34.4979424,-116.9527991,11764,3585.6672000000003,21,3,21,-60,65
57.200000047683716,34.497954,-116.9527328,11706,3567.9888,21,3,25,-60,72
58.200000047683716,34.4979636,-116.9526502,11644,3549.0912000000003,21,3,25,-72,80
59.200000047683716,34.4979648,-116.952585,11574,3527.7552,21,3,24,-63,90
60.200000047683716,34.4979732,-116.9525219,11513,3509.1624,20,3,6,-60,60
62.200000047683716,34.4980077,-116.9524748,11400,3474.7200000000003,21,3,5,-57,-166
63.200000047683716,34.4979816,-116.9524675,11343,3457.3464000000004,21,3,10,-61,-178
64.20000004768372,34.4979651,-116.9524575,11281,3438.4488,21,3,10,-59,138
66.20000004768372,34.4979455,-116.9523997,11163,3402.4824000000003,21,3,2,-58,116
67.20000004768372,34.4979547,-116.9524018,11107,3385.4136000000003,20,3,7,-55,-55
68.20000004768372,34.497945,-116.952424,11053,3368.9544,21,3,15,-57,-127
69.20000004768372,34.4979179,-116.952454,10994,3350.9712,21,3,8,-56,-175
70.20000004768372,34.4979169,-116.9524414,10936,3333.2928,21,3,7,-56,91
71.20000004768372,34.4979185,-116.9524197,10879,3315.9192000000003,20,3,4,-55,26
71.20000004768372,34.4979185,-116.9524197,10879,3315.9192000000003,20,3,4,-55,26
72.20000004768372,34.4979392,-116.9524204,10822,3298.5456000000004,21,3,9,-56,29
73.20000004768372,34.4979634,-116.9524227,10769,3282.3912,21,3,6,-53,-72
74.20000004768372,34.4979558,-116.9524649,10713,3265.3224,21,3,10,-56,-161
75.20000004768372,34.4979329,-116.9524708,10656,3247.9488,21,3,14,-56,172
76.20000004768372,34.4979152,-116.9524526,10597,3229.9656,21,3,7,-60,97
77.20000004768372,34.4979237,-116.9524552,10538,3211.9824000000003,21,3,6,-57,-26
78.20000004768372,34.4979455,-116.9524718,10482,3194.9136000000003,21,3,10,-57,4
79.20000004768372,34.4979599,-116.9524424,10420,3176.016,21,3,6,-67,109
80.20000004768372,34.4979546,-116.9524382,10354,3155.8992000000003,21,3,3,-62,-9
81.20000004768372,34.4979505,-116.9524135,10292,3137.0016,21,3,20,-62,139
82.20000004768372,34.4979157,-116.952399,10224,3116.2752,21,3,7,-65,151
83.20000004768372,34.4979016,-116.95238,10162,3097.3776000000003,21,3,11,-58,141
84.20000004768372,34.4978497,-116.9523572,10104,3079.6992,21,3,23,-59,170
85.20000004768372,34.4977934,-116.9523403,10044,3061.4112,20,3,18,-60,-177
86.20000004768372,34.497745,-116.9523217,9987,3044.0376,21,3,15,-53,139
87.20000004768372,34.4976905,-116.9523016,9933,3027.5784000000003,21,3,20,-59,-170
88.20000004768372,34.4976382,-116.9523331,9878,3010.8144,21,3,22,-54,-136
89.20000004768372,34.4976252,-116.9523622,9825,2994.6600000000003,21,3,2,-53,-104
